policy,total_value,energy_j,useful_tasks,j_per_task,raw_bits,transmitted_bits,bw_saving,median_latency_min,p95_latency_min,oom_count,energy_violation_count,on_count,pre_count,down_count,drop_count,on_pct,pre_pct,down_pct,drop_pct,residual_energy_j,min_energy_j,energy_overrun_j,mean_decision_ms,lambda_energy_final,lambda_bandwidth_final,lambda_energy_mean,lambda_bandwidth_mean,seed,ground_latency_s,normalized_value
All-Downlink,2522.763974947375,0.0,253,0.0,143551818802.25815,133655118349.42921,6.894165838791344,38.746426882901076,755.0107986472566,0,0,0,0,260,0,0.0,0.0,100.0,0.0,150000.0,150000.0,0.0,0.00033961573185829015,,,,,2,60.0,0.6603066151430041
Deadline-Energy,3744.5257452146875,71163.84858981332,260,273.70710996082045,143551818802.25815,100349432288.78314,30.09532507072311,13.860969370166428,72.43436513271442,0,0,71,1,188,0,27.307692307692307,0.38461538461538464,72.3076923076923,0.0,78836.15141018668,78836.15141018668,0.0,0.00942807662515686,,,,,2,60.0,0.9800897526254403
Priority-Aware,3573.183948073649,70468.98847098667,260,271.03457104225646,143551818802.25815,81765352376.60277,43.0412285550808,22.402373422387853,79.4072189003879,0,0,74,15,171,0,28.46153846153846,5.769230769230769,65.76923076923077,0.0,79531.01152901343,79531.01152901343,0.0,0.0014369224887699462,,,,,2,60.0,0.9352428611895982
Heuristic-TVD,3820.594731435508,149875.4171290666,254,590.0606973585299,143551818802.25815,42153956555.43225,70.63502440641376,1.0796455485105374,112.32618025258745,0,0,167,0,93,0,64.23076923076923,0.0,35.76923076923077,0.0,124.58287093335002,124.58287093335002,0.0,0.015247691883884657,,,,,2,60.0,1.0
All-Downlink,2493.144088187818,0.0,255,0.0,145714942829.99643,141823142641.82233,2.670831221966452,41.634583839711894,80.65998313243796,0,0,0,0,260,0,0.0,0.0,100.0,0.0,150000.0,150000.0,0.0,0.0002788469338646302,,,,,3,60.0,0.6275260118429868
Deadline-Energy,3821.0488781751123,71697.5270752,260,275.75971952000003,145714942829.99643,109056964346.36604,25.157322764350077,16.426686081289823,78.05464053457004,0,0,73,0,187,0,28.076923076923077,0.0,71.92307692307692,0.0,78302.47292479995,78302.47292479995,0.0,0.010149616551084014,,,,,3,60.0,0.9617605235649386
Priority-Aware,3766.2059352998817,77461.86944597335,260,297.9302670998975,145714942829.99643,96411603040.62616,33.83547276060204,17.769847643845956,79.1803292091174,0,0,81,12,167,0,31.153846153846153,4.615384615384615,64.23076923076923,0.0,72538.1305540266,72538.1305540266,0.0,0.001664230568656841,,,,,3,60.0,0.9479565186607368
Heuristic-TVD,3972.973296940601,149921.3306329599,257,583.3514810621008,145714942829.99643,48351527943.053314,66.81772850196677,1.0796455485105678,68.95993451600984,0,0,165,0,95,0,63.46153846153846,0.0,36.53846153846154,0.0,78.66936704002819,78.66936704002819,0.0,0.014719616200846549,,,,,3,60.0,1.0
All-Downlink,2410.7525149895946,0.0,259,0.0,143751290598.0329,136549823818.19585,5.009671043562514,37.22262312100996,727.9090733329451,0,0,0,0,260,0,0.0,0.0,100.0,0.0,150000.0,150000.0,0.0,0.000280000229115383,,,,,4,60.0,0.6128157971443896
Deadline-Energy,3823.898362158349,72710.54138586667,260,279.6559284071795,143751290598.0329,96634432667.29465,32.77665037630138,12.325929860212394,74.14807775617477,0,0,79,1,180,0,30.384615384615383,0.38461538461538464,69.23076923076923,0.0,77289.45861413333,77289.45861413333,0.0,0.009578075976325916,,,,,4,60.0,0.9720389415482197
Priority-Aware,3738.2463895621963,79116.98688778667,260,304.29610341456413,143751290598.0329,78843845988.82722,45.15259956218708,15.598307059213402,723.8285196627825,0,0,88,14,158,0,33.84615384615385,5.384615384615385,60.76923076923077,0.0,70883.01311221336,70883.01311221336,0.0,0.0014438471855380787,,,,,4,60.0,0.9502661210130818
Heuristic-TVD,3933.894208052834,149888.1055233066,259,578.718554144041,143751290598.0329,39489818184.92574,72.52906876825902,1.1012580518554993,723.8285196627825,0,0,167,0,93,0,64.23076923076923,0.0,35.76923076923077,0.0,111.89447669336346,111.89447669336346,0.0,0.014976923165914532,,,,,4,60.0,1.0
All-Downlink,2580.7274298516277,0.0,259,0.0,145966253614.7567,142154292336.35153,2.611536011923654,33.73609921005294,78.76358537846562,0,0,0,0,260,0,0.0,0.0,100.0,0.0,150000.0,150000.0,0.0,0.0002819230968060975,,,,,5,60.0,0.6588136948864135
Deadline-Energy,3696.320934863673,55724.94501317332,260,214.32671158912814,145966253614.7567,115042162606.88376,21.185781125471483,17.026909080403055,72.36271956499577,0,0,59,1,200,0,22.692307692307693,0.38461538461538464,76.92307692307692,0.0,94275.05498682667,94275.05498682667,0.0,0.009370383990104668,,,,,5,60.0,0.9436048241342339
Priority-Aware,3711.6955993406445,81787.42338042668,260,314.5670130016411,145966253614.7567,97435093163.56842,33.24820583480533,17.058096002124003,75.03864247899895,0,0,85,9,166,0,32.69230769230769,3.4615384615384617,63.84615384615385,0.0,68212.57661957334,68212.57661957334,0.0,0.0014080760033371358,,,,,5,60.0,0.9475297018235818
Heuristic-TVD,3917.2340373048446,149787.40836597333,259,578.3297620307851,145966253614.7567,52641966177.041336,63.935522853126514,1.0377128569169298,62.70983823207116,0,0,166,0,94,0,63.84615384615385,0.0,36.15384615384615,0.0,212.5916340266608,212.5916340266608,0.0,0.015030767602953486,,,,,5,60.0,1.0
All-Downlink,2615.5142731881233,0.0,257,0.0,136511684238.74997,125544697380.47523,8.033734928575198,36.892371621477345,113.48918967135168,0,0,0,0,260,0,0.0,0.0,100.0,0.0,150000.0,150000.0,0.0,0.00027884637417558295,,,,,6,60.0,0.6633093239614702
Deadline-Energy,3740.0270673455993,59623.26823472,260,229.32026244123077,136511684238.74997,94917012113.92496,30.46967910239732,15.60893868356937,74.92129724806482,0,0,66,1,193,0,25.384615384615383,0.38461538461538464,74.23076923076923,0.0,90376.73176528004,90376.73176528004,0.0,0.011384232381645303,,,,,6,60.0,0.9484921764983143
Priority-Aware,3596.9962567627495,72969.55644367999,260,280.65214016799996,136511684238.74997,79932607445.38664,41.446325352202265,22.359685439153196,78.95723821033201,0,0,77,17,166,0,29.615384615384617,6.538461538461538,63.84615384615385,0.0,77030.44355632007,77030.44355632007,0.0,0.0014803840223556529,,,,,6,60.0,0.9122187478858498
Heuristic-TVD,3943.129063176038,149715.49098826657,257,582.550548592477,136511684238.74997,41220788579.558304,69.80420481263285,1.1561957088076573,76.21373487501121,0,0,166,0,94,0,63.84615384615385,0.0,36.15384615384615,0.0,284.50901173332545,284.50901173332545,0.0,0.013555384402234968,,,,,6,60.0,1.0
All-Downlink,2517.5897810494976,0.0,254,0.0,139247165035.33093,133818130750.98091,3.8988472641238503,35.17696786011753,79.97394509599184,0,0,0,0,260,0,0.0,0.0,100.0,0.0,150000.0,150000.0,0.0,0.0002838461883724309,,,,,7,60.0,0.6163614586951749
Deadline-Energy,3840.7441480763127,71262.57109365333,260,274.08681189866667,139247165035.33093,99881808965.40207,28.270131072284855,12.838968943251544,69.4461327724551,0,0,71,0,189,0,27.307692307692307,0.0,72.6923076923077,0.0,78737.42890634667,78737.42890634667,0.0,0.00995961588789494,,,,,7,60.0,0.9402988061845531
Priority-Aware,3900.7925515053103,101200.58414975999,260,389.2330159606154,139247165035.33093,77464709916.8403,44.36891415549802,10.247300119530852,73.90775365767003,0,0,101,16,143,0,38.84615384615385,6.153846153846154,55.0,0.0,48799.41585024003,48799.41585024003,0.0,0.001815385118019409,,,,,7,60.0,0.9549999786346511
Heuristic-TVD,4084.5996217530956,149688.3898704532,258,580.1875576374155,139247165035.33093,47359515028.27628,65.98888385536623,1.1445659766542273,60.41933453479224,0,0,169,1,90,0,65.0,0.38461538461538464,34.61538461538461,0.0,311.6101295466981,311.6101295466981,0.0,0.014261537916564312,,,,,7,60.0,1.0
All-Downlink,2496.436413302502,0.0,256,0.0,147675122448.8456,136992547483.91032,7.233835183468839,32.06743035179552,80.44232709372092,0,0,0,0,260,0,0.0,0.0,100.0,0.0,150000.0,150000.0,0.0,0.00029884563096297474,,,,,8,60.0,0.6533654362080158
Deadline-Energy,3776.9648965603465,73051.95887727995,260,280.96907260492287,147675122448.8456,107986139264.03853,26.87587626585871,11.647973555536677,75.23923498141562,0,0,72,1,187,0,27.692307692307693,0.38461538461538464,71.92307692307692,0.0,76948.04112272005,76948.04112272005,0.0,0.00996576743021321,,,,,8,60.0,0.9885043752902868
Priority-Aware,3747.5719798322166,87253.41095210667,259,336.88575657184043,147675122448.8456,91277240214.14523,38.19050988377308,12.816140087959745,79.44504524348606,0,0,85,8,167,0,32.69230769230769,3.076923076923077,64.23076923076923,0.0,62746.589047893365,62746.589047893365,0.0,0.0014734616762815188,,,,,8,60.0,0.9808116835168579
Heuristic-TVD,3820.8883956140235,149719.9602573866,257,582.567938744695,147675122448.8456,61385932170.2414,58.43177161305191,1.2035837124464401,76.53968085804092,0,0,155,0,105,0,59.61538461538461,0.0,40.38461538461539,0.0,280.0397426132629,280.0397426132629,0.0,0.01329692235091128,,,,,8,60.0,1.0
All-Downlink,2520.3930941772965,0.0,256,0.0,145047080871.27374,138274748222.04004,4.669058217892719,38.4960716972247,81.08159020947357,0,0,0,0,260,0,0.0,0.0,100.0,0.0,150000.0,150000.0,0.0,0.00028384652418585925,,,,,9,60.0,0.6286317516219256
Deadline-Energy,3958.3050679010253,64223.37783562667,260,247.0129916754872,145047080871.27374,102072848551.6437,29.62778158753072,11.752650312716167,67.8191582745461,0,0,72,0,188,0,27.692307692307693,0.0,72.3076923076923,0.0,85776.62216437332,85776.62216437332,0.0,0.0097715383162722,,,,,9,60.0,0.987273078170689
Priority-Aware,3923.947614517214,80627.39004437336,260,310.10534632451294,145047080871.27374,88415641780.66504,39.04348763893285,12.438537449130916,77.80100423138477,0,0,88,6,166,0,33.84615384615385,2.3076923076923075,63.84615384615385,0.0,69372.60995562666,69372.60995562666,0.0,0.0014473085264818599,,,,,9,60.0,0.9787037061343067
Heuristic-TVD,4009.331516701883,149539.87916986653,257,581.8672341239943,145047080871.27374,40555041023.97266,72.04008465364124,1.049900604626555,71.43976702267629,0,0,172,1,87,0,66.15384615384616,0.38461538461538464,33.46153846153846,0.0,460.12083013330334,460.12083013330334,0.0,0.015539999675148955,,,,,9,60.0,1.0
All-Downlink,2410.7047680322376,0.0,254,0.0,141896346105.7374,127474006832.71404,10.163996233050444,40.479692026056966,741.9298172144859,0,0,0,0,260,0,0.0,0.0,100.0,0.0,150000.0,150000.0,0.0,0.0002907696538246595,,,,,0,300.0,0.6365150699351401
Deadline-Energy,3561.961655082429,58049.70900277334,260,223.26811154912824,141896346105.7374,105779966974.30736,25.452649150329123,20.415767963420148,76.4423141796664,0,0,65,0,195,0,25.0,0.0,75.0,0.0,91950.2909972267,91950.2909972267,0.0,0.009269999393906731,,,,,0,300.0,0.9404893963194586
Priority-Aware,3566.068034029283,71807.82541055996,259,277.2502911604632,141896346105.7374,89315751073.92041,37.05563707231426,25.631380747971463,115.33912208829416,0,0,78,12,170,0,30.0,4.615384615384615,65.38461538461539,0.0,78192.17458944001,78192.17458944001,0.0,0.0014176921327956594,,,,,0,300.0,0.9415736319824886
Heuristic-TVD,3787.3490855100804,149952.72988789337,255,588.0499211289936,141896346105.7374,42621549426.45103,69.96289855505471,1.1121057625823596,81.23202046570702,0,0,168,0,92,0,64.61538461538461,0.0,35.38461538461539,0.0,47.27011210666029,47.27011210666029,0.0,0.01583538396516815,,,,,0,300.0,1.0
All-Downlink,2379.2589183985206,0.0,257,0.0,138183152908.2682,131685291155.26335,4.702354531828057,44.57007844914237,116.89255143557872,0,0,0,0,260,0,0.0,0.0,100.0,0.0,150000.0,150000.0,0.0,0.0002869241423188494,,,,,1,300.0,0.614849719397702
Deadline-Energy,3683.7275664987724,69168.98741205335,260,266.03456696943596,138183152908.2682,97623791629.69403,29.35188583046674,15.28411112853179,77.25500075728323,0,0,72,0,188,0,27.692307692307693,0.0,72.3076923076923,0.0,80831.01258794659,80831.01258794659,0.0,0.010605769169230301,,,,,1,300.0,0.9519514009529827
Priority-Aware,3679.946394333889,81370.69273706671,260,312.96420283487197,138183152908.2682,83081342987.12921,39.87592464163695,17.934506397489773,84.30292719235098,0,0,87,10,163,0,33.46153846153846,3.8461538461538463,62.69230769230769,0.0,68629.3072629333,68629.3072629333,0.0,0.0014853846201171668,,,,,1,300.0,0.9509742678521692
Heuristic-TVD,3869.6592733736766,149571.7581421866,258,579.7354966751418,138183152908.2682,39288217251.275154,71.56801214591164,1.0426731538048444,84.30292719235098,0,0,169,0,91,0,65.0,0.0,35.0,0.0,428.24185781330334,428.24185781330334,0.0,0.014175384645708479,,,,,1,300.0,1.0
All-Downlink,2401.28083260036,0.0,253,0.0,143551818802.25815,133655118349.42921,6.894165838791344,42.746426882901076,759.0107986472566,0,0,0,0,260,0,0.0,0.0,100.0,0.0,150000.0,150000.0,0.0,0.00028423103056131647,,,,,2,300.0,0.6356546846979937
Deadline-Energy,3643.463456227741,71163.84858981332,260,273.70710996082045,143551818802.25815,100349432288.78314,30.09532507072311,17.86096937016643,76.43436513271442,0,0,71,1,188,0,27.307692307692307,0.38461538461538464,72.3076923076923,0.0,78836.15141018668,78836.15141018668,0.0,0.010212693282832893,,,,,2,300.0,0.964478866042967
Priority-Aware,3530.2365283543363,70468.98847098667,260,271.03457104225646,143551818802.25815,81765352376.60277,43.0412285550808,26.402373422387853,83.4072189003879,0,0,74,15,171,0,28.46153846153846,5.769230769230769,65.76923076923077,0.0,79531.01152901343,79531.01152901343,0.0,0.0015153842888629208,,,,,2,300.0,0.934506017320083
Heuristic-TVD,3777.649863056125,149875.4171290666,254,590.0606973585299,143551818802.25815,42153956555.43225,70.63502440641376,1.0796455485105374,116.32618025258745,0,0,167,0,93,0,64.23076923076923,0.0,35.76923076923077,0.0,124.58287093335002,124.58287093335002,0.0,0.013977691392378451,,,,,2,300.0,1.0
All-Downlink,2383.7453070979936,0.0,255,0.0,145714942829.99643,141823142641.82233,2.670831221966452,45.634583839711894,84.65998313243796,0,0,0,0,260,0,0.0,0.0,100.0,0.0,150000.0,150000.0,0.0,0.0004646155642918669,,,,,3,300.0,0.607095373896007
Deadline-Energy,3733.369810916318,71697.5270752,260,275.75971952000003,145714942829.99643,109056964346.36604,25.157322764350077,20.426686081289823,82.05464053457004,0,0,73,0,187,0,28.076923076923077,0.0,71.92307692307692,0.0,78302.47292479995,78302.47292479995,0.0,0.00943346228898288,,,,,3,300.0,0.9508195084858253
Priority-Aware,3725.333658727378,77461.86944597335,260,297.9302670998975,145714942829.99643,96411603040.62616,33.83547276060204,21.769847643845956,83.1803292091174,0,0,81,12,167,0,31.153846153846153,4.615384615384615,64.23076923076923,0.0,72538.1305540266,72538.1305540266,0.0,0.0014049989448931927,,,,,3,300.0,0.9487728507311975
Heuristic-TVD,3926.4758217484286,149921.3306329599,257,583.3514810621008,145714942829.99643,48351527943.053314,66.81772850196677,1.0796455485105678,72.95993451600984,0,0,165,0,95,0,63.46153846153846,0.0,36.53846153846154,0.0,78.66936704002819,78.66936704002819,0.0,0.013370768395431627,,,,,3,300.0,1.0
All-Downlink,2271.2837656985307,0.0,259,0.0,143751290598.0329,136549823818.19585,5.009671043562514,41.22262312100996,731.9090733329451,0,0,0,0,260,0,0.0,0.0,100.0,0.0,150000.0,150000.0,0.0,0.00028000034105319244,,,,,4,300.0,0.5855411806476541
Deadline-Energy,3705.286196888732,72710.54138586667,260,279.6559284071795,143751290598.0329,96634432667.29465,32.77665037630138,16.325929860212394,78.14807775617477,0,0,79,1,180,0,30.384615384615383,0.38461538461538464,69.23076923076923,0.0,77289.45861413333,77289.45861413333,0.0,0.009397308167535812,,,,,4,300.0,0.9552296754502743
Priority-Aware,3702.8540928025714,79116.98688778667,260,304.29610341456413,143751290598.0329,78843845988.82722,45.15259956218708,19.598307059213404,727.8285196627825,0,0,88,14,158,0,33.84615384615385,5.384615384615385,60.76923076923077,0.0,70883.01311221336,70883.01311221336,0.0,0.0016053857577319902,,,,,4,300.0,0.9546026744917963
Heuristic-TVD,3878.947955780521,149888.1055233066,259,578.718554144041,143751290598.0329,39489818184.92574,72.52906876825902,1.112105762582409,727.8285196627825,0,0,167,0,93,0,64.23076923076923,0.0,35.76923076923077,0.0,111.89447669336346,111.89447669336346,0.0,0.013275768455619423,,,,,4,300.0,1.0
All-Downlink,2426.236606072682,0.0,259,0.0,145966253614.7567,142154292336.35153,2.611536011923654,37.73609921005294,82.76358537846562,0,0,0,0,260,0,0.0,0.0,100.0,0.0,150000.0,150000.0,0.0,0.0002800000052397641,,,,,5,300.0,0.6307392996349521
Deadline-Energy,3554.1879102815915,55724.94501317332,260,214.32671158912814,145966253614.7567,115042162606.88376,21.185781125471483,21.026909080403055,76.36271956499577,0,0,59,1,200,0,22.692307692307693,0.38461538461538464,76.92307692307692,0.0,94275.05498682667,94275.05498682667,0.0,0.009657692079109928,,,,,5,300.0,0.9239684158136344
Priority-Aware,3672.6319812995043,81787.42338042668,260,314.5670130016411,145966253614.7567,97435093163.56842,33.24820583480533,21.058096002124003,79.03864247899895,0,0,85,9,166,0,32.69230769230769,3.4615384615384617,63.84615384615385,0.0,68212.57661957334,68212.57661957334,0.0,0.0018676927608724397,,,,,5,300.0,0.9547598605609291
Heuristic-TVD,3846.6551988704296,149787.40836597333,259,578.3297620307851,145966253614.7567,52641966177.041336,63.935522853126514,1.045124686734933,66.70983823207116,0,0,166,0,94,0,63.84615384615385,0.0,36.15384615384615,0.0,212.5916340266608,212.5916340266608,0.0,0.014884999948732842,,,,,5,300.0,1.0
All-Downlink,2468.735447407078,0.0,257,0.0,136511684238.74997,125544697380.47523,8.033734928575198,40.892371621477345,117.48918967135168,0,0,0,0,260,0,0.0,0.0,100.0,0.0,150000.0,150000.0,0.0,0.0002888458906314694,,,,,6,300.0,0.6332920825381138
Deadline-Energy,3616.6154088961407,59623.26823472,260,229.32026244123077,136511684238.74997,94917012113.92496,30.46967910239732,19.60893868356937,78.92129724806482,0,0,66,1,193,0,25.384615384615383,0.38461538461538464,74.23076923076923,0.0,90376.73176528004,90376.73176528004,0.0,0.010221923114911009,,,,,6,300.0,0.9277518603481215
Priority-Aware,3555.5310250721027,72969.55644367999,260,280.65214016799996,136511684238.74997,79932607445.38664,41.446325352202265,26.359685439153196,82.95723821033201,0,0,77,17,166,0,29.615384615384617,6.538461538461538,63.84615384615385,0.0,77030.44355632007,77030.44355632007,0.0,0.0014815383250466906,,,,,6,300.0,0.9120821956689382
Heuristic-TVD,3898.2572425552166,149715.49098826657,257,582.550548592477,136511684238.74997,41220788579.558304,69.80420481263285,1.1894509169151812,80.21373487501121,0,0,166,0,94,0,63.84615384615385,0.0,36.15384615384615,0.0,284.50901173332545,284.50901173332545,0.0,0.013574614982084872,,,,,6,300.0,1.0
All-Downlink,2349.9956897467905,0.0,254,0.0,139247165035.33093,133818130750.98091,3.8988472641238503,39.17696786011753,83.97394509599184,0,0,0,0,260,0,0.0,0.0,100.0,0.0,150000.0,150000.0,0.0,0.00027807758530028735,,,,,7,300.0,0.586175010882346
Deadline-Energy,3691.233840766596,71262.57109365333,260,274.08681189866667,139247165035.33093,99881808965.40207,28.270131072284855,16.838968943251544,73.4461327724551,0,0,71,0,189,0,27.307692307692307,0.0,72.6923076923077,0.0,78737.42890634667,78737.42890634667,0.0,0.009472693133060463,,,,,7,300.0,0.9207289384491513
Priority-Aware,3865.4703952367104,101200.58414975999,260,389.2330159606154,139247165035.33093,77464709916.8403,44.36891415549802,14.247300119530852,77.90775365767003,0,0,101,16,143,0,38.84615384615385,6.153846153846154,55.0,0.0,48799.41585024003,48799.41585024003,0.0,0.0014365402211506779,,,,,7,300.0,0.9641899178280651
Heuristic-TVD,4009.034240830968,149688.3898704532,258,580.1875576374155,139247165035.33093,47359515028.27628,65.98888385536623,1.1445659766542424,64.41933453479224,0,0,169,1,90,0,65.0,0.38461538461538464,34.61538461538461,0.0,311.6101295466981,311.6101295466981,0.0,0.013980768450822394,,,,,7,300.0,1.0
All-Downlink,2363.048276848937,0.0,256,0.0,147675122448.8456,136992547483.91032,7.233835183468839,36.06743035179552,84.44232709372092,0,0,0,0,260,0,0.0,0.0,100.0,0.0,150000.0,150000.0,0.0,0.00027500019104291615,,,,,8,300.0,0.6285528407668494
Deadline-Energy,3666.498435127587,73051.95887727995,260,280.96907260492287,147675122448.8456,107986139264.03853,26.87587626585871,15.647973555536677,79.23923498141562,0,0,72,1,187,0,27.692307692307693,0.38461538461538464,71.92307692307692,0.0,76948.04112272005,76948.04112272005,0.0,0.009731538347505893,,,,,8,300.0,0.9752606536417278
Priority-Aware,3708.344980809746,87253.41095210667,259,336.88575657184043,147675122448.8456,91277240214.14523,38.19050988377308,16.816140087959745,83.44504524348606,0,0,85,8,167,0,32.69230769230769,3.076923076923077,64.23076923076923,0.0,62746.589047893365,62746.589047893365,0.0,0.0014973086833309096,,,,,8,300.0,0.9863915160208387
Heuristic-TVD,3759.5061601598395,149719.9602573866,257,582.567938744695,147675122448.8456,61385932170.2414,58.43177161305191,1.2567783273065893,80.53968085804092,0,0,155,0,105,0,59.61538461538461,0.0,40.38461538461539,0.0,280.0397426132629,280.0397426132629,0.0,0.01369038397500005,,,,,8,300.0,1.0
All-Downlink,2392.032977370508,0.0,256,0.0,145047080871.27374,138274748222.04004,4.669058217892719,42.4960716972247,85.08159020947357,0,0,0,0,260,0,0.0,0.0,100.0,0.0,150000.0,150000.0,0.0,0.0002684620155308109,,,,,9,300.0,0.6032124938970019
Deadline-Energy,3849.7786156442826,64223.37783562667,260,247.0129916754872,145047080871.27374,102072848551.6437,29.62778158753072,15.752650312716167,71.8191582745461,0,0,72,0,188,0,27.692307692307693,0.0,72.3076923076923,0.0,85776.62216437332,85776.62216437332,0.0,0.009314999960434552,,,,,9,300.0,0.9708204617843103
Priority-Aware,3886.4094613762354,80627.39004437336,260,310.10534632451294,145047080871.27374,88415641780.66504,39.04348763893285,16.438537449130916,81.80100423138477,0,0,88,6,166,0,33.84615384615385,2.3076923076923075,63.84615384615385,0.0,69372.60995562666,69372.60995562666,0.0,0.0014461537760395843,,,,,9,300.0,0.9800578694691396
Heuristic-TVD,3965.4897761102175,149539.87916986653,257,581.8672341239943,145047080871.27374,40555041023.97266,72.04008465364124,1.049900604626555,75.43976702267629,0,0,172,1,87,0,66.15384615384616,0.38461538461538464,33.46153846153846,0.0,460.12083013330334,460.12083013330334,0.0,0.01343461593093637,,,,,9,300.0,1.0
