policy,total_value,energy_j,useful_tasks,j_per_task,raw_bits,transmitted_bits,bw_saving,median_latency_min,p95_latency_min,oom_count,energy_violation_count,on_count,pre_count,down_count,drop_count,on_pct,pre_pct,down_pct,drop_pct,residual_energy_j,min_energy_j,energy_overrun_j,mean_decision_ms,lambda_energy_final,lambda_bandwidth_final,lambda_energy_mean,lambda_bandwidth_mean,seed,tasks,windows,requested_windows,wall_s,decisions_per_s
Heuristic-TVD,3553.185095962246,149914.8451972266,253,592.5487952459549,138183152908.2682,18367516615.49378,86.707846630416,1.0218073941260324,786.4285322359939,0,0,175,22,63,0,67.3076923076923,8.461538461538462,24.23076923076923,0.0,85.15480277330994,85.15480277330994,0.0,0.01974153699568258,,,,,1,260,64,64,0.43232179997721687,601.4038616921512
Heuristic-TVD,3435.063857805322,149979.23251562656,249,602.3262350025163,143551818802.25815,19825511006.15297,86.18930002310698,1.0025280093312177,801.8225984094163,0,0,170,10,80,0,65.38461538461539,3.8461538461538463,30.76923076923077,0.0,20.76748437335067,20.76748437335067,0.0,0.020179231516801968,,,,,2,260,64,64,0.4331512000062503,600.2522906464261
Heuristic-TVD,3268.3026408683895,149924.1336404265,244,614.4431706574857,145714942829.99643,18186072375.14939,87.51941837813654,1.0507264713183,925.7487479792899,0,0,166,16,78,0,63.84615384615384,6.153846153846154,30.0,0.0,75.86635957335454,75.86635957335454,0.0,0.020099614854328908,,,,,3,260,64,64,0.4349188000196591,597.8127411099441
Heuristic-TVD,3388.423083640104,149704.06889663998,243,616.0661271466665,143751290598.0329,17427468586.551468,87.87665243626694,1.0796455485105678,828.4651630017877,0,0,169,14,77,0,65.0,5.384615384615385,29.615384615384617,0.0,295.93110336005543,295.93110336005543,0.0,0.01945038485036303,,,,,4,260,64,64,0.4323965999938082,601.2998252153767
Heuristic-TVD,3203.426682696753,149942.11925221334,242,619.5955341000551,145966253614.7567,21163276081.78128,85.50125418876837,1.0740437639271705,904.2903076650175,0,0,164,13,83,0,63.07692307692307,5.0,31.92307692307692,0.0,57.8807477866614,57.8807477866614,0.0,0.020839999846290223,,,,,5,260,64,64,0.4379536999913398,593.6700614817075
Heuristic-TVD,3552.1494650562477,149892.6497659732,250,599.5705990638928,136511684238.74997,19496450631.06976,85.71810849760541,1.1445659766542349,808.3598599717852,0,0,170,16,74,0,65.38461538461539,6.153846153846154,28.46153846153846,0.0,107.35023402666059,107.35023402666059,0.0,0.020598846402628206,,,,,6,260,64,64,0.43781199998920783,593.8622057102342
Heuristic-TVD,3378.104854651938,149899.1814428266,238,629.8284934572547,139247165035.33093,19309583133.4332,86.13287162540522,1.1445659766542424,895.6260265214559,0,0,166,17,77,0,63.84615384615384,6.538461538461539,29.615384615384617,0.0,100.81855717337271,100.81855717337271,0.0,0.019854615899161078,,,,,7,260,64,64,0.4397099000052549,591.2989450473888
Heuristic-TVD,3135.9070202037824,149792.21251183999,245,611.3967857626122,147675122448.8456,21626031109.448383,85.3556707786448,1.2567783273065893,906.2587091421454,0,0,158,11,91,0,60.76923076923077,4.230769230769231,35.0,0.0,207.78748815993129,207.78748815993129,0.0,0.019363461111564763,,,,,8,260,64,64,0.4301977999857627,604.3731511611744
Heuristic-TVD,3788.5741957556893,149669.36263807988,253,591.5785084509087,145047080871.27374,17986017342.560284,87.5998763749527,0.9992561251652661,744.6523410893162,0,0,182,22,56,0,70.0,8.461538461538462,21.53846153846154,0.0,330.63736191996617,330.63736191996617,0.0,0.019547692276179217,,,,,9,260,64,64,0.439137799985474,592.0692775903154
Heuristic-TVD,4053.597493982215,139787.08034986665,260,537.6426167302563,141896346105.7374,39431646456.81046,72.2109500780048,1.0135845976374185,13.247658327924789,0,0,168,16,76,0,64.61538461538461,6.153846153846154,29.230769230769234,0.0,10212.919650133328,10212.919650133328,0.0,0.04312038531329913,,,,,0,260,256,256,0.4467990999983158,581.9170181877718
Heuristic-TVD,4132.783202595675,136308.96901072,260,524.2652654258461,138183152908.2682,37685996132.958954,72.72750307124885,0.9832486245364028,9.614281298419868,0,0,168,13,79,0,64.61538461538461,5.0,30.384615384615383,0.0,13691.03098927997,13691.03098927997,0.0,0.041086538224660143,,,,,1,260,256,256,0.44743989998823963,581.0836271124541
Heuristic-TVD,3958.351027518593,135126.81560549323,260,519.7185215595894,143551818802.25815,37496619233.13818,73.87938408165377,0.9558835878589889,9.830027548840151,0,0,165,21,74,0,63.46153846153846,8.076923076923077,28.46153846153846,0.0,14873.18439450668,14873.18439450668,0.0,0.039404231714657866,,,,,2,260,256,256,0.4439676999754738,585.6281887496843
Heuristic-TVD,4071.6278374802464,137245.12081807983,260,527.865849300307,145714942829.99643,42738793043.6687,70.66958802328773,0.9832486245364028,18.598211401467932,0,0,164,15,81,0,63.07692307692307,5.769230769230769,31.153846153846153,0.0,12754.879181920027,12754.879181920027,0.0,0.04242769131311574,,,,,3,260,256,256,0.4558610999956727,570.3491699609115
