policy,total_value,energy_j,useful_tasks,j_per_task,raw_bits,transmitted_bits,bw_saving,median_latency_min,p95_latency_min,oom_count,energy_violation_count,on_count,pre_count,down_count,drop_count,on_pct,pre_pct,down_pct,drop_pct,residual_energy_j,min_energy_j,energy_overrun_j,mean_decision_ms,lambda_energy_final,lambda_bandwidth_final,lambda_energy_mean,lambda_bandwidth_mean,seed,variant,decode_mean_est,normalized_value
Deadline-Energy,3987.9015633096137,64223.37783562667,260,247.0129916754872,145047080871.27374,102072848551.6437,29.62778158753072,10.752650312716167,66.8191582745461,0,0,72,0,188,0,27.692307692307693,0.0,72.3076923076923,0.0,85776.62216437332,85776.62216437332,0.0,0.010223846206477342,,,,,9,noisy-estimate,171,0.9979552322734419
Priority-Aware,3933.4652272263816,80627.39004437336,260,310.10534632451294,145047080871.27374,88415641780.66504,39.04348763893285,11.438537449130916,76.80100423138477,0,0,88,6,166,0,33.84615384615385,2.3076923076923075,63.84615384615385,0.0,69372.60995562666,69372.60995562666,0.0,0.0014088460235283352,,,,,9,noisy-estimate,171,0.9843327730533171
Heuristic-TVD,3996.072603602443,149344.63247146655,256,583.3774705916662,145047080871.27374,36630579949.04901,74.74573102125517,0.9832486245364028,70.43976702267629,0,1,172,2,86,0,66.15384615384616,0.7692307692307693,33.07692307692308,0.0,655.3675285333054,655.3675285333054,0.0,0.013161923785586484,,,,,9,noisy-estimate,171,1.0
Deadline-Energy,3993.8364204631503,25798.306728746673,260,99.22425664902566,145047080871.27374,102072848551.6437,29.62778158753072,10.752650312716167,66.8191582745461,0,0,72,0,188,0,27.692307692307693,0.0,72.3076923076923,0.0,124201.69327125346,124201.69327125346,0.0,0.01121846278412984,,,,,9,cap-64,171,0.8973362475885042
Priority-Aware,3941.4925469119084,32523.19443637335,260,125.08920937066672,145047080871.27374,88415641780.66504,39.04348763893285,11.438537449130916,76.80100423138477,0,0,88,6,166,0,33.84615384615385,2.3076923076923075,63.84615384615385,0.0,117476.8055636267,117476.8055636267,0.0,0.0016434615155538688,,,,,9,cap-64,171,0.8855756119159817
Heuristic-TVD,4450.769074799064,94745.66898261347,260,364.40641916389797,145047080871.27374,0.0,100.0,0.582986601118076,1.3496893400495655,0,0,260,0,0,0,100.0,0.0,0.0,0.0,55254.33101738648,55254.33101738648,0.0,0.01360422992057955,,,,,9,cap-64,171,1.0
Deadline-Energy,3990.6064138275547,46741.658169173345,260,179.7756083429744,145047080871.27374,102072848551.6437,29.62778158753072,10.752650312716167,66.8191582745461,0,0,72,0,188,0,27.692307692307693,0.0,72.3076923076923,0.0,103258.34183082667,103258.34183082667,0.0,0.00993115334914854,,,,,9,cap-128,171,0.9149238580152822
Priority-Aware,3937.2340969572087,58080.414146986666,260,223.38620825764102,145047080871.27374,88415641780.66504,39.04348763893285,11.438537449130916,76.80100423138477,0,0,88,6,166,0,33.84615384615385,2.3076923076923075,63.84615384615385,0.0,91919.5858530134,91919.5858530134,0.0,0.0014676916180178523,,,,,9,cap-128,171,0.9026872200213603
Heuristic-TVD,4361.681443616807,149759.79370986653,260,575.9992065764097,145047080871.27374,14758355403.767519,89.82512759642142,0.6962143345558616,32.39952093964011,0,0,229,0,31,0,88.07692307692308,0.0,11.923076923076923,0.0,240.20629013348832,240.20629013348832,0.0,0.013736153778154403,,,,,9,cap-128,171,1.0
Deadline-Energy,3987.9015633096137,64223.37783562667,260,247.0129916754872,145047080871.27374,102072848551.6437,29.62778158753072,10.752650312716167,66.8191582745461,0,0,72,0,188,0,27.692307692307693,0.0,72.3076923076923,0.0,85776.62216437332,85776.62216437332,0.0,0.010009229187674534,,,,,9,cap-256,171,0.9916659151008066
Priority-Aware,3933.4652272263816,80627.39004437336,260,310.10534632451294,145047080871.27374,88415641780.66504,39.04348763893285,11.438537449130916,76.80100423138477,0,0,88,6,166,0,33.84615384615385,2.3076923076923075,63.84615384615385,0.0,69372.60995562666,69372.60995562666,0.0,0.0021088467642235067,,,,,9,cap-256,171,0.9781293073937917
Heuristic-TVD,4021.416388909796,149539.87916986653,257,581.8672341239943,145047080871.27374,40555041023.97266,72.04008465364124,0.9832486245364028,70.43976702267629,0,0,172,1,87,0,66.15384615384616,0.38461538461538464,33.46153846153846,0.0,460.12083013330334,460.12083013330334,0.0,0.013866539274413999,,,,,9,cap-256,171,1.0
