policy,total_value,energy_j,useful_tasks,j_per_task,raw_bits,transmitted_bits,bw_saving,median_latency_min,p95_latency_min,oom_count,energy_violation_count,on_count,pre_count,down_count,drop_count,on_pct,pre_pct,down_pct,drop_pct,residual_energy_j,min_energy_j,energy_overrun_j,mean_decision_ms,lambda_energy_final,lambda_bandwidth_final,lambda_energy_mean,lambda_bandwidth_mean,seed,horizon_h,task_count,allow_pre,contact_model,training_seed_count,training_q_states,normalized_value,robustness_variant
ActiveInf-inspired,3523.5229586951536,149991.08140047977,260,576.8887746172298,143751290598.0329,44313892892.46013,69.1732208398924,1.2567783273065891,74.50991908952233,0,0,153,19,88,0,58.84615384615385,7.3076923076923075,33.84615384615385,0.0,8.918599520041823,8.918599520041823,0.0,0.0294180766034584,,,,,4,24,260,1,tle,10,283,0.8653891699770783,tle
LEO-DRL-inspired,3634.488223111385,149995.8063173332,260,576.9069473743584,143751290598.0329,45252490060.05439,68.52028954189186,1.112105762582409,78.84820657167953,0,0,158,6,96,0,60.76923076923077,2.3076923076923075,36.92307692307692,0.0,4.193682666699687,4.193682666699687,0.0,0.0556884596545177,,,,,4,24,260,1,tle,10,283,0.8926426146672787,tle
Heuristic-TVD,4071.605100845533,149426.4199604266,260,574.7169998477947,143751290598.0329,43778587753.50127,69.54560368023553,1.0463842652887252,62.50451824663489,0,0,168,0,92,0,64.61538461538461,0.0,35.38461538461539,0.0,573.5800395733736,573.5800395733736,0.0,0.0152615381431622,,,,,4,24,260,1,tle,10,283,1.0,tle
Deadline-Energy,3670.1513114283534,72900.16571664001,260,280.3852527563077,145966253614.7567,106428106618.06863,27.087183521911605,23.510053271355595,105.98363565617304,0,0,78,1,181,0,30.0,0.3846153846153846,69.61538461538461,0.0,77099.83428336002,77099.83428336002,0.0,0.0108896136785355,,,,,5,24,260,1,tle,10,283,0.9402460192652634,tle
Energy-WSRPT,3396.133444238181,149945.44470608,259,578.9399409501158,145966253614.7567,49311743853.1168,66.21702439300563,1.0218073941260477,70.19648614800263,0,0,156,9,95,0,60.0,3.4615384615384617,36.53846153846154,0.0,54.555293919971376,54.555293919971376,0.0,0.0135907682796152,,,,,5,24,260,1,tle,10,283,0.8700461318571208,tle
ActiveInf-inspired,3405.9569793578817,149999.74459221333,259,579.1495930201287,145966253614.7567,52624782737.4948,63.9472950532899,1.1534971625462276,70.19648614800263,0,0,153,4,103,0,58.84615384615385,1.5384615384615383,39.61538461538461,0.0,0.2554077866757609,0.2554077866757609,0.0,0.02849730741358,,,,,5,24,260,1,tle,10,283,0.8725627964324069,tle
LEO-DRL-inspired,3406.9529438065947,149985.75886922653,259,579.0955940896777,145966253614.7567,46013257972.17267,68.47678361766157,1.0796455485105678,70.90359190224687,0,0,157,20,83,0,60.38461538461539,7.6923076923076925,31.923076923076923,0.0,14.24113077332521,14.24113077332521,0.0,0.0583738465838205,,,,,5,24,260,1,tle,10,283,0.8728179498385664,tle
Heuristic-TVD,3903.394682060255,149959.95577792,259,578.9959682545174,145966253614.7567,54598254364.50447,62.59528965605734,1.0218073941260324,67.38084744620967,0,0,165,0,95,0,63.46153846153846,0.0,36.53846153846154,0.0,40.04422207999659,40.04422207999659,0.0,0.0160734625891424,,,,,5,24,260,1,tle,10,283,1.0,tle
Deadline-Energy,3774.828979029692,62201.301042240026,260,239.2357732393847,136511684238.74995,95587835518.94664,29.978275448005032,14.980249660628337,76.74519461481377,0,0,65,2,193,0,25.0,0.7692307692307693,74.23076923076923,0.0,87798.69895776006,87798.69895776006,0.0,0.0109188469091,,,,,6,24,260,1,tle,10,283,0.924899527045742,tle
Energy-WSRPT,3548.322958386193,149853.02218303984,258,580.8256673761234,136511684238.74995,46806172193.047806,65.71269891360589,1.1445659766542424,72.73104113690982,0,0,150,20,90,0,57.69230769230769,7.6923076923076925,34.61538461538461,0.0,146.97781695992987,146.97781695992987,0.0,0.0130726925607842,,,,,6,24,260,1,tle,10,283,0.8694015660705574,tle
ActiveInf-inspired,3688.0015576190167,149991.51363621312,258,581.3624559543144,136511684238.74995,45893677748.31963,66.38113579490046,1.1894509169151812,73.27409879287208,0,0,150,19,91,0,57.69230769230769,7.3076923076923075,35.0,0.0,8.486363786669415,8.486363786669415,0.0,0.0302653840313164,,,,,6,24,260,1,tle,10,283,0.903625280863077,tle
LEO-DRL-inspired,3730.701413588759,149990.41070351982,258,581.3581810213947,136511684238.74995,48688279995.22723,64.33398337531708,1.1894509169151812,73.28529655351356,0,0,155,9,96,0,59.61538461538461,3.4615384615384617,36.92307692307692,0.0,9.589296480005345,9.589296480005345,0.0,0.0575819229617571,,,,,6,24,260,1,tle,10,283,0.9140874969821996,tle
Heuristic-TVD,4081.339506234826,149442.44404074657,260,574.7786309259484,136511684238.74995,44811407109.942696,67.17394019432763,1.068663719582522,59.6264865122556,0,0,166,0,94,0,63.84615384615385,0.0,36.15384615384615,0.0,557.5559592533273,557.5559592533273,0.0,0.0160423072744519,,,,,6,24,260,1,tle,10,283,1.0,tle
Deadline-Energy,3841.703866862346,84471.60335354663,260,324.89078212902547,139247165035.33093,92716456598.64308,33.415910783448766,15.228352328171663,82.87010930503372,0,0,83,1,176,0,31.923076923076923,0.3846153846153846,67.6923076923077,0.0,65528.39664645336,65528.39664645336,0.0,0.0107226919051474,,,,,7,24,260,1,tle,10,283,0.9703613568961206,tle
Energy-WSRPT,3561.2430898067983,149933.9823122131,258,581.1394663264074,139247165035.33093,48273321268.114105,65.33263621139733,1.1121057625824051,64.16984219567355,0,0,159,16,85,0,61.15384615384615,6.153846153846154,32.69230769230769,0.0,66.01768778666948,66.01768778666948,0.0,0.0129673068071357,,,,,7,24,260,1,tle,10,283,0.8995208367489926,tle
ActiveInf-inspired,3652.528306675934,149982.54397749322,258,581.327689835245,139247165035.33093,56406968189.09248,59.49147821086307,1.1894509169151812,78.5524571115958,0,0,157,0,103,0,60.38461538461539,0.0,39.61538461538461,0.0,17.456022506699696,17.456022506699696,0.0,0.0288092323059502,,,,,7,24,260,1,tle,10,283,0.922578222215311,tle
LEO-DRL-inspired,3743.15847176516,149984.51935391975,258,581.3353463330222,139247165035.33093,49002697831.09628,64.80883627421578,1.1445659766542424,71.26662353263306,0,0,162,8,90,0,62.30769230769231,3.076923076923077,34.61538461538461,0.0,15.480646080001804,15.480646080001804,0.0,0.0564665374650548,,,,,7,24,260,1,tle,10,283,0.9454701506458923,tle
Heuristic-TVD,3959.044576085287,149991.7065990932,259,579.118558297657,139247165035.33093,52829498415.9917,62.06062909604848,1.1445659766542122,67.90767177821218,0,0,166,1,93,0,63.84615384615385,0.3846153846153846,35.76923076923077,0.0,8.29340090670894,8.29340090670894,0.0,0.0147965381844327,,,,,7,24,260,1,tle,10,283,1.0,tle
Deadline-Energy,3671.688255100676,69650.02405391996,260,267.88470789969216,147675122448.8456,112633070526.46808,23.72915040887542,21.40239058197397,110.80630406202916,0,0,70,1,189,0,26.923076923076923,0.3846153846153846,72.6923076923077,0.0,80349.97594607998,80349.97594607998,0.0,0.0110746146394656,,,,,8,24,260,1,tle,10,283,0.9386920477483336,tle
Energy-WSRPT,3459.9907978831848,149895.4808892799,260,576.5210803433841,147675122448.8456,53968059183.72412,63.45487426129032,1.1445659766542424,70.5316990598103,0,0,153,14,93,0,58.84615384615385,5.384615384615385,35.76923076923077,0.0,104.51911071998352,104.51911071998352,0.0,0.0130311535590758,,,,,8,24,260,1,tle,10,283,0.8845701545449702,tle
ActiveInf-inspired,3485.028348183564,149989.19807631974,260,576.8815310627682,147675122448.8456,57513274792.00431,61.05418851985256,1.2567783273065891,70.5225365170427,0,0,150,19,91,0,57.69230769230769,7.3076923076923075,35.0,0.0,10.801923679920437,10.801923679920437,0.0,0.0306673082657373,,,,,8,24,260,1,tle,10,283,0.8909711743835732,tle
LEO-DRL-inspired,3605.524580688775,149988.1052278933,260,576.8773277995897,147675122448.8456,56915245585.5563,61.45915124920811,1.2567783273065891,76.79125063399275,0,0,151,1,108,0,58.07692307692308,0.3846153846153846,41.53846153846154,0.0,11.894772106579126,11.894772106579126,0.0,0.0569265376095875,,,,,8,24,260,1,tle,10,283,0.9217768548710564,tle
Heuristic-TVD,3911.4939387289537,146692.33453263997,260,564.2012866639999,147675122448.8456,65416934692.17298,55.70212937197103,1.1445659766542424,67.93118413079094,0,0,159,3,98,0,61.15384615384615,1.1538461538461535,37.69230769230769,0.0,3307.665467359916,3307.665467359916,0.0,0.0148742330985931,,,,,8,24,260,1,tle,10,283,1.0,tle
Deadline-Energy,3862.782155309361,65294.83820016,260,251.1339930775385,145047080871.27374,103933699835.82591,28.344852435834333,17.283230458310207,85.81569870800476,0,0,71,1,188,0,27.307692307692307,0.3846153846153846,72.3076923076923,0.0,84705.16179984,84705.16179984,0.0,0.0108992300318697,,,,,9,24,260,1,tle,10,283,0.9255621270798708,tle
Energy-WSRPT,3650.577902911266,149928.09562154658,258,581.116649695917,145047080871.27374,45977197060.80349,68.3018804758937,1.079645548510598,75.63911959440729,0,0,160,8,92,0,61.53846153846154,3.076923076923077,35.38461538461539,0.0,71.90437845331593,71.90437845331593,0.0,0.0137019218527711,,,,,9,24,260,1,tle,10,283,0.8747158170038514,tle
ActiveInf-inspired,3606.251813162284,149998.5902089065,258,581.3898845306455,145047080871.27374,48983814704.886185,66.2290241136543,1.1445659766542424,77.84406857597828,0,0,158,7,95,0,60.76923076923077,2.6923076923076925,36.53846153846154,0.0,1.4097910932952402,1.4097910932952402,0.0,0.0289942301326216,,,,,9,24,260,1,tle,10,283,0.8640948323705838,tle
LEO-DRL-inspired,3710.96154387724,149988.17452383976,258,581.3495136582936,145047080871.27374,39904758462.51596,72.48840981644395,1.1121057625824051,82.69640447134509,0,0,167,18,75,0,64.23076923076923,6.923076923076923,28.846153846153847,0.0,11.825476159993684,11.825476159993684,0.0,0.0585696158500818,,,,,9,24,260,1,tle,10,283,0.8891843552040901,tle
Heuristic-TVD,4173.444485565067,149958.97988581323,260,576.7653072531278,145047080871.27374,43743545418.35658,69.84182986958692,0.9832486245364028,69.04075917778425,0,0,175,1,84,0,67.3076923076923,0.3846153846153846,32.30769230769231,0.0,41.02011418662119,41.02011418662119,0.0,0.0146599991309743,,,,,9,24,260,1,tle,10,283,1.0,tle
