policy,total_value,energy_j,useful_tasks,j_per_task,raw_bits,transmitted_bits,bw_saving,median_latency_min,p95_latency_min,oom_count,energy_violation_count,on_count,pre_count,down_count,drop_count,on_pct,pre_pct,down_pct,drop_pct,residual_energy_j,min_energy_j,energy_overrun_j,mean_decision_ms,lambda_energy_final,lambda_bandwidth_final,lambda_energy_mean,lambda_bandwidth_mean,seed,profile_label,energy_scale,latency_scale,normalized_value
Fixed-Threshold,3454.8684530027795,51998.33626890657,259,200.76577710002536,145047080871.27374,44879980875.95698,69.058335675306,0.6322701621976496,75.09492307096168,0,0,116,86,58,0,44.61538461538461,33.07692307692308,22.307692307692307,0.0,98001.66373109342,98001.66373109342,0.0,0.0018253850822265332,,,,,9,0.5x,0.5,0.5,0.7695292191409093
Deadline-Energy,4016.712802046287,32111.688917813335,260,123.5064958377436,145047080871.27374,102072848551.6437,29.62778158753072,10.752650312716167,66.8191582745461,0,0,72,0,188,0,27.692307692307693,0.0,72.3076923076923,0.0,117888.31108218663,117888.31108218663,0.0,0.009667308208568452,,,,,9,0.5x,0.5,0.5,0.8946730991698011
Priority-Aware,3973.699530561209,40367.278922186684,260,155.2587650853334,145047080871.27374,88415641780.66504,39.04348763893285,11.438537449130916,76.80100423138477,0,0,88,6,166,0,33.84615384615385,2.3076923076923075,63.84615384615385,0.0,109632.7210778133,109632.7210778133,0.0,0.0013569238944910467,,,,,9,0.5x,0.5,0.5,0.8850924249215995
Heuristic-TVD,4489.587096978256,118645.9048508799,260,456.330403272615,145047080871.27374,0.0,100.0,0.3251271429311601,0.6985189215990734,0,0,260,0,0,0,100.0,0.0,0.0,0.0,31354.095149120134,31354.095149120134,0.0,0.014236537502326358,,,,,9,0.5x,0.5,0.5,1.0
All-Downlink,2608.328853807614,0.0,254,0.0,141896346105.7374,127474006832.71404,10.163996233050444,35.479692026056966,736.9298172144859,0,0,0,0,260,0,0.0,0.0,100.0,0.0,150000.0,150000.0,0.0,0.0002773080128603257,,,,,0,1.0x 4090,1.0,1.0,0.6718181597944738
All-On-Board,2495.4586920317124,149948.95533034668,152,986.5062850680703,141896346105.7374,0.0,100.0,1.2723023214839486,1149.2038027363044,0,108,152,0,0,108,58.46153846153846,0.0,0.0,41.53846153846154,51.044669653337905,51.044669653337905,0.0,0.00034230794811334746,,,,,0,1.0x 4090,1.0,1.0,0.6427465861432843
Fixed-Threshold,3070.2737789215994,94471.08069536008,257,367.5917536784439,141896346105.7374,49934240241.08709,64.80935442560487,8.822536083118454,76.86289261501675,0,0,102,94,64,0,39.23076923076923,36.15384615384615,24.615384615384617,0.0,55528.919304639734,55528.919304639734,0.0,0.001743846559503044,,,,,0,1.0x 4090,1.0,1.0,0.7907997019659826
Deadline-Energy,3747.037656026518,58049.70900277334,260,223.26811154912824,141896346105.7374,105779966974.30736,25.452649150329123,15.415767963420148,71.4423141796664,0,0,65,0,195,0,25.0,0.0,75.0,0.0,91950.2909972267,91950.2909972267,0.0,0.009850769576867325,,,,,0,1.0x 4090,1.0,1.0,0.9651114118825784
Priority-Aware,3617.477246642703,71807.82541055996,259,277.2502911604632,141896346105.7374,89315751073.92041,37.05563707231426,20.631380747971463,110.33912208829416,0,0,78,12,170,0,30.0,4.615384615384615,65.38461538461539,0.0,78192.17458944001,78192.17458944001,0.0,0.0013973082576950009,,,,,0,1.0x 4090,1.0,1.0,0.9317409894040664
Heuristic-TVD,3882.4923318618953,149952.72988789337,255,588.0499211289936,141896346105.7374,42621549426.45103,69.96289855505471,1.0218073941260324,76.23202046570702,0,0,168,0,92,0,64.61538461538461,0.0,35.38461538461539,0.0,47.27011210666029,47.27011210666029,0.0,0.014369998489900563,,,,,0,1.0x 4090,1.0,1.0,1.0
All-Downlink,2566.3119925629917,0.0,257,0.0,138183152908.2682,131685291155.26335,4.702354531828057,39.57007844914237,111.89255143557872,0,0,0,0,260,0,0.0,0.0,100.0,0.0,150000.0,150000.0,0.0,0.0002734621655410872,,,,,1,1.0x 4090,1.0,1.0,0.6495524132129163
