policy,total_value,energy_j,useful_tasks,j_per_task,raw_bits,transmitted_bits,bw_saving,median_latency_min,p95_latency_min,oom_count,energy_violation_count,on_count,pre_count,down_count,drop_count,on_pct,pre_pct,down_pct,drop_pct,residual_energy_j,min_energy_j,energy_overrun_j,mean_decision_ms,lambda_energy_final,lambda_bandwidth_final,lambda_energy_mean,lambda_bandwidth_mean,seed,workload,contact_model,task_count,training_seed_count,training_q_states,ua_training_seed_count,ua_training_q_states,normalized_value
LEO-DRL-inspired,210.30114698603964,14981.414949676564,260,57.62082672952525,7128992.0,2494848.0,65.00419694677733,0.0140707677437603,77.95627565507039,0,0,156,1,103,0,60.0,0.3846153846153846,39.61538461538461,0.0,18.585050323435794,18.585050323435794,0.0,0.0591192311661031,,,,,5,EuroSAT-image-bytes+MobileSAM-encoded-bytes+per-image-eta,fixed-window,260,10,12,10,36,0.9486024895077948
Hierarchical-RA-inspired,210.82859478233576,14981.414949676564,260,57.62082672952525,7128992.0,2500088.0,64.93069426925994,0.0140707677437603,77.95627565507039,0,0,156,1,103,0,60.0,0.3846153846153846,39.61538461538461,0.0,18.585050323435794,18.585050323435794,0.0,0.0154411534402662,,,,,5,EuroSAT-image-bytes+MobileSAM-encoded-bytes+per-image-eta,fixed-window,260,10,12,10,36,0.9509816410237164
DRL-UA-inspired,216.1676082008485,14986.799879802627,260,57.64153799924088,7128992.0,2498288.0,64.95594328062089,0.0140707677437603,77.95627565507039,0,0,155,4,101,0,59.61538461538461,1.5384615384615383,38.84615384615385,0.0,13.20012019737203,13.20012019737203,0.0,0.0625100005821038,,,,,5,EuroSAT-image-bytes+MobileSAM-encoded-bytes+per-image-eta,fixed-window,260,10,12,10,36,0.9750642553741408
QoS-Multihop-projected,216.80036319490972,14981.414949676564,260,57.62082672952525,7128992.0,2530416.0,64.5052764822853,0.0140707677437603,77.95627565507039,0,0,156,1,103,0,60.0,0.3846153846153846,39.61538461538461,0.0,18.585050323435794,18.585050323435794,0.0,0.0180619238213134,,,,,5,EuroSAT-image-bytes+MobileSAM-encoded-bytes+per-image-eta,fixed-window,260,10,12,10,36,0.977918414617765
DelayCost-adapted,210.82859478233576,14981.414949676564,260,57.62082672952525,7128992.0,2500088.0,64.93069426925994,0.0140707677437603,77.95627565507039,0,0,156,1,103,0,60.0,0.3846153846153846,39.61538461538461,0.0,18.585050323435794,18.585050323435794,0.0,0.0137873090212591,,,,,5,EuroSAT-image-bytes+MobileSAM-encoded-bytes+per-image-eta,fixed-window,260,10,12,10,36,0.9509816410237164
Heuristic-TVD,221.6957569815777,14969.220205256846,260,57.57392386637249,7128992.0,2706816.0,62.030873368913866,0.0140707677437603,61.4093491883031,0,0,152,12,96,0,58.46153846153846,4.615384615384615,36.92307692307692,0.0,30.779794743151683,30.779794743151683,0.0,0.0142149984290321,,,,,5,EuroSAT-image-bytes+MobileSAM-encoded-bytes+per-image-eta,fixed-window,260,10,12,10,36,1.0
Deadline-Energy,196.19658789963253,5270.015555521737,260,20.269290598160527,7060016.0,5605552.0,20.601426399033663,16.647859755726614,53.991361380650375,0,0,55,0,205,0,21.15384615384616,0.0,78.84615384615384,0.0,9729.984444478232,9729.984444478232,0.0,0.0104811537312343,,,,,6,EuroSAT-image-bytes+MobileSAM-encoded-bytes+per-image-eta,fixed-window,260,10,12,10,36,0.867051070425577
Energy-WSRPT,226.2803125452451,14947.680484752593,260,57.49107878750997,7060016.0,2633896.0,62.69277576708041,0.0140707677437603,74.29629434369944,0,0,156,0,104,0,60.0,0.0,40.0,0.0,52.31951524740708,52.31951524740708,0.0,0.0131226923818198,,,,,6,EuroSAT-image-bytes+MobileSAM-encoded-bytes+per-image-eta,fixed-window,260,10,12,10,36,0.9999999964778
ActiveInf-inspired,216.72773938120287,14981.414949676564,260,57.62082672952525,7060016.0,2666288.0,62.233966608574256,0.0140707677437603,74.29629434369944,0,0,156,1,103,0,60.0,0.3846153846153846,39.61538461538461,0.0,18.585050323435794,18.585050323435794,0.0,0.0319823064133883,,,,,6,EuroSAT-image-bytes+MobileSAM-encoded-bytes+per-image-eta,fixed-window,260,10,12,10,36,0.9577843347485626
LEO-DRL-inspired,216.4877026706341,14981.414949676564,260,57.62082672952525,7060016.0,2675008.0,62.11045414061385,0.0140707677437603,74.29629434369944,0,0,156,1,103,0,60.0,0.3846153846153846,39.61538461538461,0.0,18.585050323435794,18.585050323435794,0.0,0.0576011532057936,,,,,6,EuroSAT-image-bytes+MobileSAM-encoded-bytes+per-image-eta,fixed-window,260,10,12,10,36,0.956723541138092
Hierarchical-RA-inspired,216.72773938120287,14981.414949676564,260,57.62082672952525,7060016.0,2666288.0,62.233966608574256,0.0140707677437603,74.29629434369944,0,0,156,1,103,0,60.0,0.3846153846153846,39.61538461538461,0.0,18.585050323435794,18.585050323435794,0.0,0.0166661539249337,,,,,6,EuroSAT-image-bytes+MobileSAM-encoded-bytes+per-image-eta,fixed-window,260,10,12,10,36,0.9577843347485626
DRL-UA-inspired,221.877982485347,14969.220205256846,260,57.57392386637249,7060016.0,2579984.0,63.45640009880997,0.0140707677437603,74.29629434369944,0,0,152,12,96,0,58.46153846153846,4.615384615384615,36.92307692307692,0.0,30.779794743149765,30.779794743149765,0.0,0.0628399995128767,,,,,6,EuroSAT-image-bytes+MobileSAM-encoded-bytes+per-image-eta,fixed-window,260,10,12,10,36,0.9805447906984108
QoS-Multihop-projected,226.28031334224963,14981.414949676564,260,57.62082672952525,7060016.0,2615968.0,62.9467128686394,0.0140707677437603,74.29629434369944,0,0,156,1,103,0,60.0,0.3846153846153846,39.61538461538461,0.0,18.585050323435794,18.585050323435794,0.0,0.0177826915975086,,,,,6,EuroSAT-image-bytes+MobileSAM-encoded-bytes+per-image-eta,fixed-window,260,10,12,10,36,1.0
DelayCost-adapted,216.72773938120287,14981.414949676564,260,57.62082672952525,7060016.0,2666288.0,62.233966608574256,0.0140707677437603,74.29629434369944,0,0,156,1,103,0,60.0,0.3846153846153846,39.61538461538461,0.0,18.585050323435794,18.585050323435794,0.0,0.0141369230382574,,,,,6,EuroSAT-image-bytes+MobileSAM-encoded-bytes+per-image-eta,fixed-window,260,10,12,10,36,0.9577843347485626
Heuristic-TVD,223.24194080405672,14591.331276799508,260,56.12050491076734,7060016.0,2777136.0,60.66388518099676,0.0140707677437603,56.026297842132266,0,0,147,15,98,0,56.53846153846154,5.769230769230769,37.69230769230769,0.0,408.66872320048617,408.66872320048617,0.0,0.0142676928170168,,,,,6,EuroSAT-image-bytes+MobileSAM-encoded-bytes+per-image-eta,fixed-window,260,10,12,10,36,0.986572528147434
